,Country,accessibility_to_cities,elevation,aspect,slope,cropland_cover,tree_canopy_cover,isothermality,rain_coldestQuart,rain_driestMonth,rain_driestQuart,rain_mean_annual,rain_seasonailty,rain_warmestQuart,rain_wettestMonth,rain_wettestQuart,temp_annual_range,temp_coldestQuart,temp_diurnal_range,temp_driestQuart,temp_max_warmestMonth,temp_mean_annual,temp_min_coldestMonth,temp_seasonality,temp_warmestQuart,temp_wettestQuart,sub-region,Continent,Continent_color
15,Mauritania,2458.351223,261.903271,178.0629161,0.023469677,0.128914096,0.063985764,50.36590625,3.455872247,0.025390956,0.668451173,92.70912635,117.8625648,29.78648047,33.82191752,75.91664151,30.30918936,20.78836615,15.22545325,26.09762834,42.75250099,27.684733899999998,12.44331163,50.2010643,33.68060839,31.85268996,Sub-Saharan Africa,Africa,xkcd:purple
16,Algeria,1212.799818,556.7583169,184.9747196,0.170861495,3.690864485,0.17665622,40.29895242,25.29077848,0.934992088,6.0886617670000005,79.45606561,67.08149343,9.5086212,13.36623208,33.29410202,36.49030621,13.15155341,14.872674100000001,26.92107243,41.54823266,22.96394612,5.057926453,75.11026261,32.45082811,20.8132292,Northern Africa,Africa,xkcd:purple
17,Libya,1627.81014,417.55921969999997,160.0419948,0.048745105999999996,0.9912337509999999,0.003623095,45.9782417,15.41488185,0.000676,0.208069139,29.81124283,49.61488625,0.8206966640000001,6.737376611,16.48756072,32.78468936,13.0248538,15.21206713,23.00573697,37.61730153,21.70001683,4.83261217,62.62162165,28.93755319,17.81770305,Northern Africa,Africa,xkcd:purple
18,Sudan,1351.887663,534.0332149000001,172.4701756,0.066834546,9.919865613999999,0.9163007,57.67583238,21.33772204,0.015203308,0.146940767,234.83633840000002,141.488704,38.70853989,78.63975264,180.2926315,27.59993168,21.55596862,15.94464454,22.70811006,39.83315431,26.76252707,12.23322263,36.80854252,30.91749336,28.97118545,Northern Africa,Africa,xkcd:purple
19,Chad,1223.188455,518.4784022,197.0957927,0.111867953,3.4647318830000002,1.653800711,56.24520918,58.38949101,0.025211447999999997,0.165981669,318.2463704,142.17300580000003,41.90483877,106.2704283,237.53460669999998,27.27680539,21.9850421,15.34891981,23.70706342,39.96057589,26.96063198,12.6837705,36.481522600000005,31.22251018,28.73371816,Sub-Saharan Africa,Africa,xkcd:purple
20,Ethiopia,245.50524669999996,1257.42189,178.387662,0.98482426,20.531311600000002,8.030340277,72.69171436,243.2648211,7.18869316,32.71384165,798.8404956,92.49157431,168.0527075,179.48397230000003,432.12335700000006,19.22559408,21.1976747,14.00397725,22.06489784,32.60142099,22.73800117,13.37582691,12.51256338,24.33742825,22.88589602,Sub-Saharan Africa,Africa,xkcd:purple
21,Kenya,225.91870780000002,792.7533261,149.0475774,0.51500586,14.63079423,4.926112859,78.69844059,78.88435708,10.70500054,47.31530043,604.5524186000001,83.56515477,174.34278480000003,136.63978380000003,272.9680068,16.84838869,22.83719549,13.39546613,23.35226832,33.18655546,24.24225664,16.33816677,10.10734162,25.47474408,24.76539657,Sub-Saharan Africa,Africa,xkcd:purple
22,Democratic Republic of the Congo,458.610484,683.686642,187.7181146,0.16817315100000002,1.5997223719999998,50.46148841,78.42863845,254.0474377,34.81047406,139.7906667,1597.7023179999999,50.84432214,413.06404019999997,221.9737892,605.2334177,14.26208176,23.02542933,11.03246013,23.34080395,30.93344151,23.94727605,16.67135975,6.668458404,24.66492661,23.84253896,Sub-Saharan Africa,Africa,xkcd:purple
23,Angola,378.20239219999996,1061.478991,174.25690840000001,0.19262862,2.7944764660000003,19.87010918,64.33239465,8.054832235,0.260122051,4.4301968810000005,1023.3746980000001,91.53815947,318.5356184,202.1971332,524.28072,21.48916167,18.79351616,13.84524883,18.86688184,31.03791334,21.61187376,9.548751671,18.53581524,23.28857359,22.75898181,Sub-Saharan Africa,Africa,xkcd:purple
24,South Africa,141.50385380000003,1043.141954,184.3999503,0.447661291,12.04703082,4.417432958,54.47119206,43.25139485,9.085544868,32.92872316,480.0126204,61.19154871,198.78714309999998,80.6325437,219.91202,27.63989279,11.1840367,15.08094019,12.66597416,29.99145107,17.19893764,2.351558282,43.76114971,22.286689499999998,20.56793353,Sub-Saharan Africa,Africa,xkcd:purple
25,Mozambique,208.6662474,369.0420547,153.2439929,0.203266453,7.243072832,19.37680497,61.67675652,39.20023955,7.518185438,29.73283051,990.7296689,96.12688763,378.23733880000003,219.02502990000002,604.4115751,19.64300898,20.41537757,12.14863846,21.46161289,33.05514536,23.86975458,13.41213638,23.49784709,26.33422967,25.80298188,Sub-Saharan Africa,Africa,xkcd:purple
26,Madagascar,514.3095535,544.7815866000001,190.7038025,0.646853978,3.094496729,16.05287471,65.48244415,79.16816422,16.80746447,63.70618404,1376.463386,96.73478536,676.3064958,316.322236,820.0000928,18.65834236,19.65656747,12.30731743,20.06203974,31.34213014,22.845955399999998,12.68378778,21.8645536,25.069608,24.94374051,Sub-Saharan Africa,Africa,xkcd:purple
27,Myanmar,322.1251463,570.1658006,184.964498,1.034333157,25.11243856,39.29909781,48.35342771,35.77778288,5.316174281,28.35717297,1981.408964,91.47013442,650.7541158,426.6939634,1173.786418,22.14549172,18.80407606,10.74458522,19.84846366,32.92488673,23.22537673,10.77939501,29.80396723,26.31032989,25.15083815,South-eastern Asia,Asia,xkcd:red
28,Vietnam,99.75897020000001,401.03086,152.8857864,0.881312874,37.73129503,35.94349722,50.87305684,104.85826750000001,13.79115265,64.76704351,1788.884738,80.82526332,653.1634997,358.7812102,952.7901699999999,16.78846977,19.40935073,8.318559018,20.143275199999998,31.18619252,23.35869748,14.39772275,27.96211983,26.48121659,25.50173918,South-eastern Asia,Asia,xkcd:red
29,Malaysia,313.268561,282.5059503,185.20391630000003,0.703756565,6.691351804,60.08547739,86.99983752,839.6860746,157.7685165,537.8277883,2951.677641,25.88120245,675.2413871,369.9651053,985.3449483999999,9.653610205,24.88329593,8.417343488,25.48537122,30.48007542,25.44340927,20.82646521,3.8710568039999997,25.87656279,25.13247869,South-eastern Asia,Asia,xkcd:red
30,Somalia,288.0648578,418.6252454,152.74668569999997,0.22677702800000002,2.074912341,1.21279894,69.90536931,25.44302898,1.034706954,8.423577829,271.0500062,105.01198240000001,94.52838304,72.99085711,140.4289071,17.51139797,24.24686148,12.24433715,25.52248354,35.26299619,26.367369500000002,17.75159822,16.1269322,28.23255742,27.43117014,Sub-Saharan Africa,Africa,xkcd:purple
31,Saudi Arabia,652.2953047,641.3239896000001,128.76792369999998,0.17633012899999997,1.3986406969999998,0.013973832,44.27968012,30.37417806,0.22243357800000002,1.7442155119999998,94.62359731,97.64929934,2.893950255,23.49607931,53.46874458,31.32649358,15.77772132,13.89981283,31.28659569,39.86923505,24.56439512,8.542741475,64.91790577,32.24043272,20.34803664,Western Asia,Asia,xkcd:red
32,Pakistan,264.4672567,1051.985154,190.66660249999998,1.030050677,31.52079503,1.451869406,39.41373565,57.40085799999999,4.0694538719999995,19.19714204,262.77487940000003,87.48263028,97.44197936,62.28270092,141.2420318,35.88008413,9.613197041,14.26812586,18.05070865,36.99429338,20.00736737,1.114209249,75.10544836,28.80890258,21.46737596,Southern Asia,Asia,xkcd:red
33,Afghanistan,317.7157523,1831.744397,201.42979630000002,1.5156001419999998,9.511846032000001,0.374672645,35.90441697,128.71835959999999,1.722483226,8.300540072999999,311.3291432,91.62875592,12.68958352,67.83924585,175.8160177,40.26161137,-0.261351562,14.72469829,21.12032868,31.95010471,11.53330603,-8.311506654,88.15351475,22.67523657,3.9476595999999997,Southern Asia,Asia,xkcd:red
34,Iran,264.2038416,1256.4577060000001,171.72499430000002,1.206398202,14.77304507,0.69029561,38.03820241,95.15687992,1.350039751,5.924181057,213.1761424,85.42730822,7.906124779,43.53765635,112.11802250000001,37.3190406,6.253446101000001,14.36264811,26.46697042,36.33787462,16.974030499999998,-0.9811659859999999,81.63893459,27.26973485,9.568929556,Southern Asia,Asia,xkcd:red
35,Turkey,74.81476227,1112.032911,183.2526842,1.454611434,37.05865514,7.6428728260000005,34.08318133,219.10349109999999,12.40489621,46.53409288,592.3943496,51.45034883,58.43178601,91.03702229,244.1009768,33.16223341,0.8187522490000001,11.41079033,19.56958163,28.80140691,10.75281652,-4.360826497,76.51716999,20.37051445,6.02642172,Western Asia,Asia,xkcd:red
36,Uzbekistan,523.7900371000001,357.9727625,195.3145399,0.397815023,15.267428299999999,0.35060952100000004,28.57270546,65.47386608,1.672349719,8.785473437,196.82377069999998,61.46569539,11.17754955,34.48610836,88.46949209,42.65918911,-1.618313562,12.30709087,24.52739962,34.97735182,12.39767159,-7.681837282999999,107.3271601,26.01290938,9.774428329,Central Asia,Asia,xkcd:red
37,Kazakhstan,443.8329109,350.099453,186.0126193,0.185621604,17.28362616,1.536192996,23.65027056,51.37785567,10.58863803,37.37353662,251.42081119999997,33.37298549,72.29797952,35.05348131,90.60431894,47.09995147,-11.25344408,11.3396313,1.563364356,29.90085528,5.65980275,-17.19909619,128.7290857,21.5510482,11.89215144,Central Asia,Asia,xkcd:red
38,Norway,1335.766998,476.47965089999997,182.5742113,1.0387949159999998,2.782704547,14.59362664,23.62389328,207.095786,41.10619828,138.73927949999998,832.5459515,25.92802025,216.38434790000002,100.28372409999999,276.15130539999996,25.45162782,-9.568444824,6.137714787999999,-2.678619549,12.15600878,-1.4479262130000001,-13.29561904,67.62389502,7.584673562000001,3.6897357339999997,Northern Europe,Europe,xkcd:blue
39,Greenland,11245.80495,,,,0.0,0.29699973,15.40135835,158.53852030000002,42.21141083,139.4882689,687.5149064,22.36558843,167.3541332,76.99439845,216.89828849999998,33.47177329,-28.50678939,5.222258549,-18.87572557,0.9144548229999999,-17.21394209,-32.55731846,99.92457598,-3.3068075169999998,-12.28787505,Northern America,North America,xkcd:yellow
40,Japan,31.67775032,351.907962,175.45465259999997,1.11665529,17.42374202,50.08864647,25.69109568,265.47244390000003,70.03503549,230.99525269999998,1684.0744719999998,38.3178536,599.8718774,238.15250189999998,632.2074514999999,32.63750576,-0.367726412,8.521547177999999,2.185887783,27.05611817,10.4331865,-5.581387599999999,84.85707136,21.28794248,19.23907986,Eastern Asia,Asia,xkcd:red
41,Federated States of Micronesia,5098.246204,115.20491799999999,198.8963691,0.583963691,0.0,51.61595174,86.39710688,1223.29359,238.5930926,843.6619837999999,4547.62131,18.50653627,970.3527370999999,461.3080844,1327.912582,7.987673502000001,26.57617018,6.940323556,26.83448627,30.71864638,26.803939899999996,22.73097314,1.516293736,26.91444475,26.71225162,Micronesia,Australia and Oceania,xkcd:orange
42,French Polynesia,9274.709629,187.90632319999997,162.845726,1.319379391,0.0,50.40065681,68.15876269,235.00287180000004,72.94550193,234.18329759999997,1785.603152,43.17492506,753.2468867,270.3738191,729.1560007999999,9.044332879,22.63093897,6.209133681,23.30348313,28.60328916,24.02305248,19.55895635,9.988608492000001,25.15895464,24.81984993,Polynesia,Australia and Oceania,xkcd:orange
43,Colombia,1302.412834,555.4002246,171.57022759999998,0.85329858,5.3429357280000005,48.49222535,81.12976809,855.1970974,85.02041723,323.48548089999997,2673.8557579999997,42.24338966,459.5920631,353.0768736,968.0703142000001,11.72748109,23.79082082,9.522903268,24.84909669,30.81827432,24.585547899999998,19.09079323,5.651496547000001,25.24422071,24.14380364,Latin America and the Caribbean,Latin America,xkcd:green
44,Peru,1027.102283,1472.204748,166.6433275,1.388491607,2.8839812589999996,44.58837027,78.36710529999999,245.3844795,64.45024221,216.96144089999999,1561.50841,56.72363191,464.29440800000003,207.4258137,574.2168303,15.95832405,17.8635346,12.41984559,18.213349100000002,26.69418204,19.16625212,10.73585799,9.018641518999999,20.12504673,19.74835722,Latin America and the Caribbean,Latin America,xkcd:green
45,Saint Helena,5744.452829999999,156.5681342,190.513382,0.9124087590000001,1.5789473680000001,,38.959140500000004,117.03291770000001,13.68724613,52.54767288,437.3056339,43.63471394,123.3277517,70.07526412,162.8543733,7.396642653,19.63611565,2.878826707,22.220903200000002,25.7559466,21.55838421,18.35930361,15.77983644,23.63082968,23.05012183,Sub-Saharan Africa,Africa,xkcd:purple
46,Portugal,67.5440991,287.2909383,208.63068619999999,0.5589746760000001,45.94372088,13.416211800000001,40.07268916,346.563166,8.188189051,52.41773962,853.9934614,56.49520504,55.71303995,123.76100349999999,351.0602341,23.39189054,9.067737609,9.452208115,21.17317596,28.49116165,14.99251766,5.099271105,48.26438806,21.40355522,9.589156628,Southern Europe,Europe,xkcd:blue
47,Spain,50.7522396,677.8865814,186.932559,0.838064232,51.15558599,11.35839438,37.65351761,179.9202309,18.80471969,78.28119904,608.5692597,37.27020236,86.46677276,78.71736551,212.8624134,27.5676683,5.9381797910000005,10.50884016,19.04608997,28.85990294,13.06871062,1.2922346359999999,58.78825931,20.91502872,10.46830764,Southern Europe,Europe,xkcd:blue
48,Morocco,122.8482695,865.9307738,205.19665600000002,0.926333227,19.97214789,0.46821242399999996,43.14126601,122.7448794,2.448355382,13.83613733,317.01790489999996,62.48721633,17.16012206,50.46076633,134.5937882,31.59992925,9.685607482,13.66780767,24.01355821,34.24363485,17.09638304,2.643705602,59.39153059,24.996949800000003,12.58810346,Northern Africa,Africa,xkcd:purple
49,Western Sahara,674.6129619,251.5360352,216.09009210000002,0.014442678,0.000976216,0.0,51.69823219,13.61252235,0.0,1.318849807,38.92484999,76.60385824,11.66186078,9.452020251,20.627753,24.21442954,17.06080209,12.45331986,22.64995894,34.88439201,22.25277278,10.66996247,39.56829264,27.45051561,23.42956361,Northern Africa,Africa,xkcd:purple
50,Burkina Faso,115.86368700000001,302.308181,169.5040491,0.005361851,14.99302949,2.5775374419999997,60.67141261,174.0033395,0.436663109,3.489307969,760.5410968,115.270016,107.6509889,213.85116609999997,517.2103181,22.10615096,25.6022003,13.47417112,26.03929599,38.81850909,28.0705766,16.71235813,22.10522548,31.17071126,26.76171172,Sub-Saharan Africa,Africa,xkcd:purple
51,Ghana,111.76841950000001,178.7376596,174.62230569999997,0.076011158,7.86570414,13.37037038,68.49598353,461.2871683,11.111392500000001,60.23839721,1247.324509,69.16601944,230.4493067,228.2475287,558.7904586,15.12854641,25.24794245,10.35133125,27.27971141,35.10921107,26.93577063,19.98066467,13.08463776,28.70684388,26.13313388,Sub-Saharan Africa,Africa,xkcd:purple
52,Nigeria,71.87490841,325.1066464,174.6277329,0.13688423800000002,32.52775857,6.504077418,62.38550202,381.7840794,4.036924101,19.84657971,1178.8654279999998,100.40589179999999,170.8050845,259.5383404,655.5570673,19.96830424,24.2388495,12.25817595,25.42278178,36.37352199,26.42594675,16.40521774,18.69677639,29.04652441,25.30590376,Sub-Saharan Africa,Africa,xkcd:purple
53,Central African Republic,641.7017814,598.8563825,184.7410622,0.050319033,0.8366189359999999,22.3912331,68.18387814,292.1427753,7.736798575,38.30318022,1370.818579,76.00470021,228.7975605,240.4837972,672.5849184,19.84075437,23.65497696,13.47140012,24.39698128,34.67416662,24.88827668,14.83341225,11.06936033,26.4342848,24.1948326,Sub-Saharan Africa,Africa,xkcd:purple
54,Cameroon,236.3700829,644.7877392000001,183.0127184,0.37253961399999996,2.974246514,36.37377217,72.52839511,597.453824,16.20490177,69.91608167,1658.456494,73.28117688,309.74006360000004,299.8997651,781.5772319,15.09928381,23.05818434,10.76404605,24.21842683,32.21069431,24.2571842,17.1114105,10.39589376,25.65909373,23.38480356,Sub-Saharan Africa,Africa,xkcd:purple
55,Niger,1310.8541779999998,459.901761,176.1534035,0.038545236000000004,5.835458877000001,0.140055755,51.80801395,0.031234391,0.001150683,0.02555338,137.9025497,144.507978,26.23598914,55.05359259,115.55929409999999,29.466351399999997,20.44084442,15.30200826,22.35526928,40.71231381,27.14037339,11.24596241,46.69096187,32.33253137,30.57675088,Sub-Saharan Africa,Africa,xkcd:purple
56,Italy,34.91613596,512.1286918000001,160.1416916,1.387384954,49.08264778,18.50560086,30.94412531,204.2105214,35.97428636,127.4077848,820.7409627999999,32.25700206,168.558401,103.93716059999998,282.5380642,25.77539158,4.282619036,8.110064905,14.16607022,26.18850366,12.03410273,0.413112076,62.19182123,20.06856017,11.65675973,Southern Europe,Europe,xkcd:blue
57,Tunisia,199.6896395,258.9149633,175.6860227,0.299653393,29.405770699999998,0.588560255,38.80149417,84.83399588,2.402459121,15.33299491,229.2123383,53.76545724,21.99214798,33.61746301,90.19084003,32.10506271,10.40289164,12.61165815,27.59262247,36.53704521,19.08566103,4.4319824919999995,67.72301664,27.72498106,13.13519223,Northern Africa,Africa,xkcd:purple
58,Egypt,954.9943764000001,301.3547095,173.8262149,0.18104169399999998,4.472106509,0.220351628,47.98018289,8.009986995,0.000309,0.020844348999999998,14.16166365,44.88697198,0.266930866,3.757425514,8.928621964,30.94329147,13.87405966,15.0457614,20.07583686,36.65638365,21.98671382,5.71309218,58.57499418,28.72933306,16.98408231,Northern Africa,Africa,xkcd:purple
59,Jordan,323.37699019999997,763.2459355000001,170.1490923,0.495499717,4.970053588,0.010056707,42.96583255,59.31336284,0.0,0.0,105.0161126,84.09310023,0.000218,22.173921300000003,60.32765754,32.43862177,9.114389177,14.08026726,26.27952862,34.8514409,18.32161898,2.412819124,67.82432692,26.32389486,9.947802229,Western Asia,Asia,xkcd:red
60,Syria,125.6040405,521.2332574,165.20215469999997,0.348500315,35.52881962,0.166570686,39.01708541,130.6384985,0.040859869,0.953299173,248.0164225,81.88910243,1.3611165619999999,49.32627354,131.79852830000002,35.37429107,7.529617112,13.95376452,27.65416368,36.9670644,17.76447057,1.59277333,79.00052612,27.727910499999997,8.092531188999999,Western Asia,Asia,xkcd:red
61,Iraq,288.62284239999997,302.20315980000004,135.41096069999998,0.172732267,22.19547912,0.05742525,37.66641436,106.07932679999999,0.013522705,0.097319882,205.07275790000003,87.51993813,0.118477068,41.07748041,110.35036840000001,38.48146663,9.924836999,14.68198551,32.24646717,41.76709258,21.46455863,3.285625955,87.69612724,32.24938644,10.74972341,Western Asia,Asia,xkcd:red
62,Eritrea,377.8881988,784.20485,165.63611809999998,1.0367527509999999,4.452478509,0.747528498,63.08562335,50.78002151,3.511686187,18.79682559,353.05834419999996,97.57898898,80.49291443,96.12172694,223.6130827,21.49395403,22.96258401,13.71164037,25.09350069,37.10833596,26.12630456,15.61438193,24.01402545,29.10581109,26.06321792,Sub-Saharan Africa,Africa,xkcd:purple
63,South Sudan,336.583957,521.8058937,153.2856272,0.06837395,1.272882326,11.777737199999999,70.0691029,404.5433744,2.6380083169999997,14.445001199999998,967.9805154999999,82.98430734,130.2764968,183.7059494,496.9039023,19.09028159,25.31609376,13.38987656,26.67873376,36.84021341,26.77128577,17.74993182,12.83460327,28.60622794,25.49261945,Sub-Saharan Africa,Africa,xkcd:purple
64,Uganda,126.0779246,1152.3610310000001,169.1255989,0.365036439,26.42464442,19.36235802,80.82890714,312.44360710000007,29.96284565,124.05940030000001,1194.306112,46.57992252,203.5064737,175.1681156,455.32896050000005,14.877483400000001,21.52530356,12.04580229,22.86989545,30.47448799,22.47570904,15.59700459,7.392921856,23.43973031,22.04616225,Sub-Saharan Africa,Africa,xkcd:purple
65,United Republic of Tanzania,264.9564604,1025.625982,170.5614399,0.501144524,20.00492834,13.58644133,68.70164156,30.31602496,4.885784795,21.03303162,976.2154127999999,87.70718116,279.28677089999996,198.3863216,513.3121006,15.88150829,20.64005436,10.95981609,20.79523223,30.10633789,22.47319173,14.2248296,12.715817900000001,23.85649175,23.11337157,Sub-Saharan Africa,Africa,xkcd:purple
66,Malawi,109.7700942,925.9167948999999,158.56455830000002,0.766269656,36.94958297,13.05164158,57.44849241,20.72394904,2.8532299,13.2761354,1071.2600519999999,106.16472009999998,295.0086465,248.7430754,678.1237179999999,18.89717035,18.39836145,10.93940198,19.39689405,30.51372231,21.74749596,11.61655196,22.53399769,24.18665891,23.16276185,Sub-Saharan Africa,Africa,xkcd:purple
67,Zambia,225.2367696,1126.8812779999998,190.90068390000002,0.185149305,7.632260651,20.18173889,56.98423452,3.2927175280000003,0.027900481,0.76763036,1023.999592,109.2374867,284.9528562,234.8527289,661.7428786,24.38245429,17.45463235,13.98004516,17.53188913,32.4442829,21.19591605,8.061828612000001,25.30675327,23.75917956,22.58824718,Sub-Saharan Africa,Africa,xkcd:purple
68,Republic of the Congo,784.917105,420.13550760000004,162.3708269,0.10309328,0.539330832,48.15380493,76.35832769,204.6643778,27.12127145,121.9133733,1652.324335,51.81212243,521.8359925,244.5183393,627.7627391,12.69907298,23.28593479,9.711352178,23.45822625,30.85523789,24.46744236,18.15616491,8.283741266,25.37151991,24.56118425,Sub-Saharan Africa,Africa,xkcd:purple
69,Namibia,348.9447039,1083.725927,181.7447314,0.327853154,0.743304458,0.971638497,59.06147728,3.5087251680000002,0.324268115,2.26236014,284.2193767,101.1972866,117.05126729999999,71.318404,188.0295057,25.79147978,14.81743787,15.24407804,15.353237900000002,31.42565009,19.86909184,5.63417031,35.54705229,23.70117594,22.96752713,Sub-Saharan Africa,Africa,xkcd:purple
70,Botswana,386.9066591,1037.2021220000001,162.7331166,0.006235179,1.07768452,1.664163878,55.61239805,4.191613553,0.607268767,3.661472515,395.662629,91.84448933,178.2584237,88.15374399,233.4609667,29.01835157,14.68225261,16.26926335,14.69506112,33.27720865,20.83429281,4.25885708,42.94332097,25.22012517,24.74899882,Sub-Saharan Africa,Africa,xkcd:purple
71,Zimbabwe,138.62630869999998,980.7205833999999,186.053171,0.253010454,24.66297879,6.9351398820000005,56.623995799999996,8.158174378,0.961426618,6.335153232000001,667.5590611,105.1632419,277.5971509,161.2144837,443.0997794,24.64898765,15.90026485,14.06951393,16.09133356,31.44679328,20.49554675,6.7978056229999995,31.38505608,23.58590726,22.97173893,Sub-Saharan Africa,Africa,xkcd:purple
72,Indian Ocean Territories,1443.351097,87.18716578,196.5,0.360962567,0.0,57.0,74.20403233,182.3248267,28.85668912,119.43381059999999,1911.249132,56.92828497,676.3584994,290.27898450000004,829.4013328,6.546671946,24.701355300000003,4.882105162,24.84390148,29.02757142,25.55925474,22.48089931,5.736597199,26.23976568,25.94041787,Sub-Saharan Africa,Africa,xkcd:purple
73,Thailand,114.0083334,279.3319752,163.7712642,0.514702642,52.0042551,23.74813794,56.71028517,120.6069682,10.261775199999999,49.15002193,1486.4926480000001,79.44387043,369.0562409,297.85458910000006,750.8463712,18.96792813,23.39675004,10.62210491,23.81098114,34.96544742,26.15024113,15.99751929,18.71620725,28.23370663,26.60232782,South-eastern Asia,Asia,xkcd:red
74,Laos,332.6967108,654.6303958999999,186.90872919999998,0.99912648,10.06027023,53.93052317,53.61909039,45.63030518,6.874532007000001,38.97859547,1894.803173,93.35706798,729.0963830000001,436.95875199999995,1128.399866,19.61515473,19.10546694,10.61584096,19.34087019,31.24641109,22.93850954,11.63125637,25.73205374,25.52836427,24.90234185,South-eastern Asia,Asia,xkcd:red
75,Palau,2875.030189,51.00114811,112.2158439,0.0,0.0,,88.10135683,705.231964,173.5475208,569.4477992000001,3517.660454,25.03721901,872.763275,419.4130946,1168.617508,7.789864317,27.03694886,6.9,27.28127461,31.34479048,27.33403444,23.55492607,2.357330356,27.58178273,27.285499100000003,Micronesia,Australia and Oceania,xkcd:orange
76,Philippines,120.20605049999999,312.3749269,176.1448694,1.180484575,21.02260645,41.50003066,74.85619151,517.3208749,78.53875225,270.0309285,2558.66669,50.56688382,567.2849526,400.7906999,1065.983588,11.46660561,24.17476106,8.566267556,24.90267797,31.19263849,25.28499795,19.72603289,7.964718286,26.21692042,25.08250008,South-eastern Asia,Asia,xkcd:red
77,Kyrgyzstan,294.995392,2651.341747,197.87547959999998,2.6986009760000003,9.674154256,3.0866787810000003,26.826142100000002,74.69960544,11.16098995,43.65525307,423.9228488,53.63877222,111.71602560000001,68.68046752,185.4301354,41.30992151,-13.17004296,11.28048389,-2.0821642419999997,21.47567162,0.990542884,-19.83424989,102.93014190000001,13.3527656,6.955751417999999,Central Asia,Asia,xkcd:red
78,Nepal,338.20140180000004,2123.311646,194.5895529,2.9271308869999997,27.68561596,21.99304664,44.51657164,66.06005049,5.593297037,44.61999115,1362.1480900000001,99.98114192,739.3330699,356.28691380000004,886.8534022,24.74214328,7.057627921,11.12221938,8.556681571,25.02669078,13.94969145,0.28454750300000003,48.19824368,19.12302857,18.70953767,Southern Asia,Asia,xkcd:red
79,Yemen,566.1929054999999,924.2181081,158.11728300000001,0.68319709,2.959783432,0.25536206,54.55379805,22.30619445,0.661886125,6.010889778999999,112.9856446,82.78875525,33.41383517,27.89356591,60.09127804,22.00267323,18.49512597,12.10256167,23.50874755,33.64484004,22.97452814,11.64216682,33.83429917,26.99029092,22.73841011,Western Asia,Asia,xkcd:red
80,Oman,292.5803109,274.74843450000003,166.5748713,0.300171344,0.47338595899999997,0.01952738,46.81561481,22.90421612,0.32659954,3.128099662,59.26969981,95.67544271,6.358653655,17.35108954,37.72261538,23.41810307,20.49262694,11.06917529,27.23558036,37.76806692,26.31048654,14.34996386,41.41441647,31.06639879,24.06327326,Western Asia,Asia,xkcd:red
81,Turkmenistan,446.7476197,210.12655660000001,209.7492346,0.1708769,7.8638756789999995,0.06958983099999999,31.18049733,60.19887679,1.21481794,5.699903636,166.0901739,68.71206907,6.429954816,32.11313955,80.13335304,40.70275235,2.451591509,12.86633643,27.19586956,36.96848304,15.29226867,-3.7342693039999997,99.13820657,28.001167699999996,11.27597905,Central Asia,Asia,xkcd:red
82,Ukraine,58.48544543,178.85998700000002,172.2444905,0.069417718,68.34395252,11.16172162,24.85954824,120.2544889,30.69855141,103.93707370000001,568.6954734,27.97286154,198.98199269999998,75.32470235,202.10665659999998,33.43563963,-3.581462044,8.445859516,0.150797732,25.50314171,8.097156593,-7.932497918999999,90.07546734,19.34155893,17.9819068,Eastern Europe,Europe,xkcd:blue
83,Sweden,201.51597619999998,114.76175829999998,175.47489240000002,0.061497504,7.070181712,35.80385767,24.9476118,131.9700566,32.55465722,104.9307709,636.3329499,29.68670629,211.90864399999998,81.85004242,222.2281662,31.35314227,-8.072779789,7.931387902999999,-3.771737303,18.65869978,2.158851085,-12.69444249,81.01218774,12.82723054,11.54643674,Northern Europe,Europe,xkcd:blue
84,Finland,154.2002542,16.40782791,213.8061224,0.0,7.934893442000001,38.705676200000006,22.88859682,106.0876935,27.94369342,88.30873562,560.7195207000001,32.56775941,195.944569,75.20765328,202.96284409999998,35.04163393,-10.36036171,8.191896408,-5.851097529,19.69337664,1.268851741,-15.34825729,91.73929444,13.393097299999999,12.16093089,Northern Europe,Europe,xkcd:blue
85,Poland,34.58226078,166.1035576,183.4021908,0.063749957,63.9512875,19.04164939,26.50618578,101.5639642,27.71077187,90.76685292,594.9793321000001,34.82469752,225.267358,80.84414694,225.54194610000002,30.13964291,-2.9591611060000003,8.133189903,-1.124553629,23.21470453,7.636440263,-6.924938377999999,78.20863385,17.20211074,17.17752122,Eastern Europe,Europe,xkcd:blue
86,Romania,59.44506778,400.5558197,174.8750791,0.65603374,57.98463202,22.2342609,30.09469974,112.4792206,33.361597700000004,104.66501509999999,626.1659591,35.02062621,229.7524613,90.79173378,241.00068599999997,31.70243188,-1.5765956840000002,9.699802547,0.075311163,25.17124346,9.006305296,-6.531188414,78.69694431,18.63197431,17.06832138,Eastern Europe,Europe,xkcd:blue
87,Germany,33.71007465,251.9257179,181.2790372,0.25272357100000004,61.03985563,21.34353686,31.17250935,160.09602780000003,43.48089953,141.3832754,730.5254667,20.52874825,233.83845319999998,82.99073185,235.0952567,25.33952438,0.19129213399999997,8.026680945,2.570198757,22.21316593,8.411319974,-3.1263584489999996,63.60514173,16.46665347,15.91223313,Western Europe,Europe,xkcd:blue
