Latvia,45.25324335,28.80422944,18845.0
Republic of Serbia,58.30910626,20.210262300000004,34685.0
Croatia,41.20651760000001,27.01030488,15376.0
Slovakia,49.241446999999994,32.30309845,19216.0
Hungary,68.84679559,12.64585693,53470.0
Austria,33.00355934,32.26420509,27184.5
Czech Republic,58.75520456,23.75361951,42130.0
Switzerland,30.33206282,25.10529803,15088.0
Iceland,1.698975745,6.748368662000001,18720.0
Marshall Islands,0.0,8.0,115.0
Northern Mariana Islands,1.71990172,41.79761905,30.0
Fiji,0.0,56.36065608,4250.0
Solomon Islands,0.0,71.89622794,1080.0
Tuvalu,0.0,0.0,18.0
Wallis and Futuna,0.0,0.0,60.776
French Guiana,0.31713578800000003,65.27155587,16800.0
Suriname,1.127398812,68.41046925,882.0
Guatemala,14.20206769,43.93870715,37938.0
Nicaragua,4.365388068,36.06068766,50650.0
Honduras,3.449149536,42.51177862,32350.0
Panama,7.224637397,41.26935425,22570.0
Ecuador,13.37099737,44.43037577,57884.0
Uruguay,22.37566704,9.672512422,144496.0
Cape Verde,0.321457273,0.870680628,790.0
Guinea Bissau,4.143156537,17.9514879,16300.0
Gambia,25.9565667,3.3090440689999996,6050.0
Sierra Leone,1.00395891,31.78183547,39490.0
Albania,23.3460866,12.80462888,11743.0
Montenegro,16.06607425,30.73063867,2314.0
Kosovo,40.15851182,19.80495513,5748.335999999999
Macedonia,35.37039797,16.95090669,12630.0
Northern Cyprus,60.8686304,2.131334357,1272.0
Cyprus,39.12814434,7.909843282000001,1272.0
Lebanon,27.63600558,1.2152641229999999,6580.0
Djibouti,0.0,0.7556566459999999,17020.0
Comoros,0.061766523,45.45761218,1330.0
Burundi,26.0672288,12.96760933,20320.0
Rwanda,53.83210128,15.00570024,18117.0
Lesotho,20.35094352,4.743162573,22773.0
Swaziland,30.50346966,13.86900298,12220.0
East Timor,2.369984645,30.39113291,3800.0
Bhutan,2.4223783759999997,49.89924223,5256.0
Kuwait,1.82748538,0.0,1494.0
Moldova,77.52801901,6.905159821,24589.0
Denmark,65.14572759,10.08375546,26110.0
Lithuania,62.38429549,19.707129600000002,30060.0
Estonia,32.33833752,33.1136245,9936.0
Bosnia and Herzegovina,37.55560593,34.44744414,21830.0
Slovenia,35.29113006,43.62244551,6166.3
Belgium,60.77621626,15.08315238,13280.0
Netherlands,60.49392167,12.98355765,18370.0
Ireland,72.59957490000002,17.47284591,44300.0
New Caledonia,0.0,42.94773328,1842.4
Vanuatu,0.0,67.45674109,1870.0
